0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.81990,0.03846,29.87347,183.06052,3728.18411,7.41235,14.14796,0.37062,0.17662,1.32652,0.50589,0.91752,0.62508,1.01626,1.06411,0.00044,0.00388,0.00013,0.77093,0.00000,0.25586,142.41934,0.15531,34.86778,0.84851
0.80241,0.00128,29.99475,183.53747,3773.69592,7.43207,14.88897,0.34894,0.17499,1.36417,0.58482,0.90234,0.93966,0.99463,0.97750,0.00043,0.00362,0.00013,0.76469,0.00003,0.25231,138.71273,0.15580,39.28521,0.93961
0.81487,0.00349,29.99101,186.27119,3925.57732,7.84918,13.83108,0.37489,0.16663,1.48070,0.53596,0.90102,0.87393,0.97364,1.05005,0.00049,0.00322,0.00017,0.72541,0.00001,0.25574,144.51855,0.15321,34.75469,0.88184
0.79760,0.04419,29.77912,168.56207,3853.58826,7.60220,13.43745,0.36269,0.17033,1.47550,0.51325,0.89139,0.82651,0.87806,0.98452,0.00040,0.00356,0.00016,0.74246,0.00002,0.24230,141.47645,0.15060,39.87636,0.85515
0.80780,0.05037,29.95653,181.82498,3972.68564,8.05210,13.48448,0.37067,0.17125,1.44673,0.67348,0.89825,0.76789,1.02518,1.10502,0.00044,0.00367,0.00015,0.72356,0.00002,0.25777,141.30821,0.16445,39.39790,0.92551
0.81005,0.06391,29.85103,179.59592,3770.49782,8.99956,14.58971,0.33379,0.17610,1.33723,0.51762,0.87505,0.69538,1.05520,1.00014,0.00047,0.00383,0.00013,0.73027,0.00001,0.25637,143.71641,0.15276,41.01802,0.93430
0.81115,0.04149,29.79633,184.73492,3985.12299,8.06894,12.99508,0.36158,0.15836,1.32519,0.52737,0.88835,0.81515,0.98296,1.08021,0.00047,0.00389,0.00015,0.73410,0.00002,0.25766,135.84073,0.15064,39.41973,0.92415
0.80357,0.01272,29.64027,181.75066,3902.36810,8.48042,14.97718,0.33746,0.16136,1.32351,0.47036,0.90002,0.94967,0.99684,1.11308,0.00049,0.00338,0.00018,0.73438,0.00001,0.25365,141.27535,0.15519,35.66363,0.83871
0.79854,0.03949,29.93306,185.39619,3910.86652,7.50854,15.64123,0.36973,0.16888,1.38658,0.54448,0.89187,0.77510,0.95473,1.05965,0.00042,0.00380,0.00019,0.72877,0.00001,0.24657,142.94891,0.15183,35.90130,0.95300
0.81627,0.06308,29.88338,184.47150,4037.41131,8.09678,13.95740,0.33059,0.15794,1.40244,0.67199,0.88733,0.81612,1.01928,1.09399,0.00047,0.00369,0.00018,0.74113,0.00001,0.24352,143.81367,0.15308,41.54620,0.91223
0.80469,0.05426,29.97308,162.07509,3866.12506,7.52028,13.56273,0.35812,0.16847,1.38772,0.52087,0.89574,0.70183,1.02090,1.14124,0.00050,0.00371,0.00018,0.72753,0.00006,0.25961,141.94052,0.15916,34.08267,0.89944
0.79815,0.00040,29.97013,189.03019,3879.75641,8.55314,13.85052,0.32463,0.17773,1.26306,0.66630,0.90592,0.86722,1.01130,1.01676,0.00048,0.00378,0.00018,0.75119,0.00003,0.25248,140.71916,0.15101,35.45594,0.97191
0.80017,0.02692,29.98348,182.29413,3964.54500,8.98743,13.41928,0.36765,0.16609,1.37342,0.64944,0.90744,0.67339,0.94470,1.05092,0.00051,0.00367,0.00017,0.77535,0.00002,0.26150,142.53215,0.15579,34.10662,0.87426
0.80052,0.00391,29.79173,167.65262,4024.95536,8.92352,13.99815,0.33675,0.17672,1.27790,0.58238,0.89922,0.66152,1.03683,1.15192,0.00043,0.00373,0.00015,0.72704,0.00000,0.25106,138.97815,0.15603,35.36469,0.90828
0.80754,0.00218,29.89586,185.39852,3799.84486,8.19594,13.52600,0.33454,0.17145,1.27916,0.61649,0.90468,0.79337,1.03431,1.14568,0.00044,0.00403,0.00013,0.74429,0.00000,0.26132,140.57038,0.15671,35.12972,0.96238
