0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.79972,0.01906,29.94197,162.50021,5013.51803,7.51206,10.43762,0.22001,0.23521,1.97331,0.43515,0.86844,0.72604,1.38826,1.07612,0.00035,0.00605,0.00018,0.77660,0.00002,0.21585,142.80767,0.15620,36.38139,0.97947
0.80514,0.01217,29.85312,154.45796,4640.25329,7.81637,10.11569,0.28130,0.23476,2.19830,0.43508,0.87416,0.80501,1.35931,1.17359,0.00044,0.00564,0.00016,0.81587,0.00001,0.22148,138.21690,0.21546,37.92338,0.97677
0.81422,0.03084,29.80942,148.92696,4837.87195,7.93926,10.72378,0.26333,0.22033,1.79979,0.46431,0.88206,0.81466,1.35043,1.19482,0.00040,0.00572,0.00013,0.76542,0.00001,0.23379,136.76384,0.20967,32.51044,0.51240
0.78928,0.01973,29.95216,147.46260,4609.60881,8.20065,9.32987,0.21045,0.19362,2.02384,0.54381,0.85360,0.78879,1.37013,1.06462,0.00036,0.00602,0.00018,0.80180,0.00001,0.21939,154.35912,0.18916,34.83661,0.51620
0.81565,0.02644,29.71213,151.87670,5013.20076,8.47169,10.63835,0.28656,0.21843,2.11988,0.57476,0.83578,0.81277,1.40522,1.07312,0.00039,0.00501,0.00017,0.61792,0.00003,0.21987,139.58728,0.19560,36.28084,0.88694
0.78617,0.01762,29.92517,151.02341,4535.66367,8.14528,9.50311,0.25162,0.25938,2.12699,0.52027,0.82725,0.81568,1.42105,1.22982,0.00043,0.00596,0.00013,0.82837,0.00002,0.22293,134.21579,0.15679,35.57099,0.78729
0.78408,0.00208,29.83962,149.31670,4633.55622,8.13977,9.97804,0.28951,0.21464,2.02211,0.50571,0.83164,0.83146,1.34163,1.24747,0.00042,0.00582,0.00018,0.71281,0.00001,0.22435,139.48136,0.16003,37.38069,0.67290
0.81011,0.01789,29.91679,155.76089,4633.41829,7.87458,11.86143,0.20378,0.21933,1.90310,0.55351,0.85187,0.82518,1.42250,1.16842,0.00043,0.00582,0.00015,0.81383,0.00001,0.22806,154.91924,0.16297,33.98732,0.99254
0.80002,0.03791,29.72958,145.39287,4714.15999,7.58543,10.87863,0.27094,0.19848,2.21553,0.39047,0.85956,0.77056,1.33668,1.32407,0.00039,0.00598,0.00018,0.86702,0.00003,0.22417,145.59532,0.15429,33.36270,0.68927
0.81833,0.01578,29.94980,153.84232,4695.32915,7.59898,11.35415,0.28903,0.18569,2.00665,0.55577,0.84845,0.82916,1.33813,1.17259,0.00036,0.00588,0.00017,0.82153,0.00001,0.22826,155.07656,0.15643,38.45786,0.91185
0.78280,0.00506,29.23526,156.47144,4717.10586,8.25246,9.51283,0.27597,0.19687,2.07615,0.55614,0.85595,0.83126,1.49567,1.03237,0.00032,0.00588,0.00017,0.81454,0.00001,0.22785,151.92661,0.15570,33.93034,0.97269
0.80356,0.04178,29.68023,160.31933,4742.63562,7.74416,8.79202,0.28213,0.18708,2.09572,0.52747,0.86554,0.84910,1.37170,1.03157,0.00028,0.00540,0.00016,0.77746,0.00002,0.22716,150.37036,0.18515,35.54304,0.61781
0.78647,0.00799,29.96543,157.28066,4879.93628,7.83450,9.55041,0.24808,0.21220,2.03439,0.46274,0.88345,0.82617,1.41746,1.14928,0.00041,0.00519,0.00014,0.65781,0.00002,0.22390,143.14566,0.19704,34.55401,0.54283
0.77932,0.02017,29.77985,156.85089,4761.54023,7.79852,11.68547,0.27887,0.26910,1.86640,0.54897,0.85541,0.83343,1.48428,1.15178,0.00039,0.00563,0.00018,0.59338,0.00002,0.23463,144.84633,0.15732,36.23009,0.93697
0.80173,0.03240,29.51578,161.18039,4799.69487,7.58207,9.89587,0.27817,0.22270,2.08726,0.47117,0.86502,0.80812,1.51655,1.15755,0.00030,0.00583,0.00012,0.87799,0.00002,0.22015,141.11301,0.16279,34.87580,0.65939
