0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.80746,0.02979,29.59377,154.32704,4960.49013,7.88983,10.04819,0.26328,0.21402,1.96177,0.47984,0.87034,0.81496,1.44936,1.17567,0.00041,0.00564,0.00018,0.79845,0.00001,0.22192,139.34590,0.15054,35.72119,0.68573
0.79239,0.01440,29.84434,147.98095,4813.62770,8.25736,11.00374,0.28292,0.18143,2.08259,0.54701,0.87619,0.79620,1.38815,1.15505,0.00034,0.00482,0.00014,0.76014,0.00003,0.22198,137.91446,0.15803,35.70875,0.56747
0.80801,0.00115,29.94394,150.52398,4723.99101,8.16147,9.16907,0.29253,0.19532,2.22103,0.50938,0.86240,0.85640,1.45553,1.15145,0.00031,0.00587,0.00019,0.80173,0.00001,0.21879,141.55948,0.15719,36.23009,0.51131
0.80466,0.01723,29.79982,154.35254,4694.27561,8.39816,10.47536,0.26510,0.19889,2.14143,0.56113,0.82868,0.81915,1.42011,1.35515,0.00043,0.00556,0.00017,0.60116,0.00002,0.22276,141.50786,0.15094,34.70769,0.67329
0.80488,0.00213,29.93483,147.28035,4660.10883,7.86030,9.20028,0.28973,0.23533,1.97044,0.57073,0.84521,0.88563,1.46355,1.18998,0.00042,0.00580,0.00014,0.70916,0.00002,0.22518,143.53930,0.16180,34.44588,0.60683
0.80299,0.02464,29.97706,149.60436,4735.18032,7.37512,9.04595,0.21963,0.23590,2.00641,0.57699,0.87621,0.82034,1.42709,1.11777,0.00043,0.00535,0.00017,0.61991,0.00001,0.21766,141.01456,0.15045,33.91198,0.52201
0.81877,0.02113,29.95765,151.65598,4981.68571,8.54360,9.38622,0.27212,0.20253,1.98477,0.54077,0.85945,0.80926,1.39184,1.23960,0.00042,0.00544,0.00019,0.79679,0.00001,0.21871,134.74413,0.16625,36.17368,0.63331
0.79900,0.00115,29.77908,163.91142,4803.68298,7.74820,11.53742,0.22100,0.18728,1.90600,0.53097,0.88068,0.80752,1.36907,1.17204,0.00036,0.00520,0.00015,0.61125,0.00004,0.22340,137.73438,0.16223,36.98833,0.84619
0.81320,0.01627,29.87529,149.59304,4745.56532,8.22761,10.03460,0.27572,0.18796,2.10310,0.55666,0.84026,0.84934,1.49989,1.15216,0.00042,0.00591,0.00013,0.69952,0.00002,0.23286,144.80762,0.15720,34.85982,0.62360
0.80911,0.01793,29.57321,162.13946,4644.74742,7.26084,10.14180,0.28439,0.21628,2.16712,0.47461,0.84684,0.71493,1.39846,1.27576,0.00041,0.00576,0.00013,0.59934,0.00003,0.21511,136.09978,0.16503,35.54936,0.57586
0.80362,0.00651,29.52408,162.50416,4755.37267,7.28260,10.77059,0.23715,0.19738,2.11053,0.53254,0.84380,0.78875,1.51541,1.15532,0.00042,0.00508,0.00019,0.67110,0.00002,0.22378,139.44614,0.16300,36.62377,0.83215
0.81331,0.00224,29.70838,151.89838,4618.50122,7.18734,10.28064,0.27734,0.21204,2.03883,0.50705,0.86691,0.75414,1.50695,1.18621,0.00033,0.00493,0.00018,0.80458,0.00001,0.22149,142.29966,0.16236,36.57024,0.53753
0.80205,0.00196,29.82550,147.37697,4792.28931,7.56856,9.44999,0.27123,0.22292,1.91848,0.55598,0.85908,0.75553,1.35822,1.17273,0.00035,0.00592,0.00018,0.70139,0.00002,0.22043,142.02104,0.15298,37.33955,0.51863
0.80805,0.00620,29.88281,152.30571,4698.32825,8.18216,9.39500,0.22422,0.24600,1.92194,0.49388,0.87676,0.78402,1.36943,1.36110,0.00038,0.00585,0.00017,0.75981,0.00003,0.23069,139.00653,0.15380,38.24400,0.69914
0.81071,0.00571,29.52950,157.01461,4633.51544,7.88629,8.62280,0.28075,0.21051,2.02417,0.47754,0.85003,0.84405,1.26977,1.18036,0.00036,0.00600,0.00012,0.71393,0.00000,0.22206,141.86602,0.15567,34.23781,0.60318
