0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.82474,0.03243,29.98839,165.47413,4285.74220,5.28265,12.60716,0.26103,0.21995,1.95008,0.63166,0.86285,0.83867,0.83521,1.18026,0.00048,0.00461,0.00014,0.88570,0.00002,0.23077,135.90626,0.15589,22.75964,0.97676
0.81556,0.00987,29.31146,163.00009,4338.69089,5.63918,14.31493,0.25031,0.20114,1.79487,0.59313,0.79945,0.95339,1.01873,1.21373,0.00043,0.00555,0.00014,0.83708,0.00003,0.22969,139.19908,0.15420,19.19810,0.88515
0.80699,0.01081,29.67128,164.79310,4357.95846,7.24215,12.97309,0.29673,0.23440,1.69676,0.58680,0.86695,0.97782,0.82578,1.20364,0.00042,0.00474,0.00011,0.84125,0.00005,0.24211,133.96239,0.15667,27.42632,0.95204
0.80207,0.00937,29.81656,165.43454,4708.98645,6.17622,12.45354,0.25749,0.22241,1.83504,0.52072,0.85604,0.98334,1.01196,1.20896,0.00046,0.00504,0.00015,0.79064,0.00003,0.23955,142.15598,0.15375,21.27974,0.74158
0.79607,0.05020,29.85583,149.13627,4270.65380,7.27326,13.72028,0.21323,0.21989,1.89619,0.61808,0.83564,0.79171,0.83620,1.16608,0.00043,0.00487,0.00012,0.93844,0.00000,0.24020,134.56250,0.15186,19.87691,0.89446
0.80947,0.00569,29.74822,192.51189,4440.47459,5.46487,14.24994,0.29578,0.22555,1.65181,0.57734,0.84122,0.99680,1.04746,1.23669,0.00044,0.00512,0.00013,0.88623,0.00001,0.24459,142.21178,0.15428,25.20996,0.98400
0.81966,0.02044,29.87481,170.59808,4299.65178,7.72350,12.28565,0.21467,0.20946,1.75644,0.60836,0.88182,0.96483,1.10112,1.12957,0.00045,0.00503,0.00011,0.91926,0.00003,0.25801,147.61143,0.15024,22.05721,0.76543
0.80080,0.00281,29.69577,163.28529,4566.47322,6.29822,12.88982,0.29374,0.24959,1.67385,0.51172,0.86236,0.84864,1.02303,1.08601,0.00043,0.00507,0.00015,0.86423,0.00001,0.23180,136.80663,0.15953,25.38277,0.90470
0.80181,0.00582,29.83682,155.64553,4575.51391,6.66953,15.24084,0.27943,0.22239,1.64997,0.50965,0.82207,0.98366,1.05059,1.13761,0.00050,0.00495,0.00012,0.89701,0.00004,0.24355,132.06519,0.16795,21.83306,0.95507
0.81567,0.01289,29.65093,166.64355,4402.17257,5.53717,13.43283,0.29155,0.20379,1.85674,0.57868,0.88075,0.85835,0.96486,1.25661,0.00043,0.00512,0.00011,0.87273,0.00005,0.24370,142.50564,0.19145,24.26898,0.95483
0.81483,0.00489,29.96357,183.38783,4446.37579,7.09006,13.31905,0.28962,0.24391,1.52996,0.57924,0.85920,0.91076,0.93730,1.08772,0.00045,0.00487,0.00013,0.90283,0.00003,0.24007,144.76682,0.15197,23.63557,0.82919
0.79152,0.05265,29.48089,141.63503,4657.66786,7.33466,13.97948,0.25754,0.27286,1.91711,0.55921,0.85594,0.98196,1.01726,1.17941,0.00043,0.00523,0.00017,0.87080,0.00004,0.24295,146.66355,0.15927,19.07701,0.77361
0.79500,0.01512,29.91447,159.15734,4064.97431,5.41090,14.20572,0.30588,0.24268,1.41854,0.58312,0.86976,0.95153,1.08617,1.22736,0.00048,0.00469,0.00011,0.83522,0.00003,0.23209,136.15803,0.18799,23.66226,0.96919
0.82391,0.01252,29.73889,143.85352,4583.45698,5.82545,15.63567,0.28167,0.21940,1.45685,0.64508,0.80618,0.98196,1.00659,1.20850,0.00047,0.00479,0.00012,0.88652,0.00000,0.24220,134.35211,0.17527,21.57424,0.79895
0.79042,0.01284,29.95114,159.28748,4330.90812,5.38914,13.15013,0.31947,0.21433,1.93485,0.61571,0.85353,0.98308,0.95496,1.12891,0.00044,0.00516,0.00014,0.90516,0.00001,0.24350,131.83289,0.15466,21.72741,0.93779
