0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.81196,0.06183,29.50601,157.66921,4270.31961,6.47700,15.95787,0.32013,0.23155,1.38683,0.63624,0.84403,0.98928,1.02820,1.17346,0.00043,0.00498,0.00015,0.88867,0.00001,0.24482,131.75010,0.15153,24.46260,0.93005
0.82374,0.02063,29.99932,156.38706,4630.35676,6.76996,12.93344,0.30856,0.20945,1.49361,0.61012,0.85593,0.97507,0.81739,1.21105,0.00049,0.00512,0.00013,0.94067,0.00003,0.24038,138.23318,0.16005,24.74485,0.90622
0.81976,0.00217,29.96666,165.97642,4128.05178,7.24319,12.94060,0.29380,0.19924,1.69180,0.60767,0.86742,0.98173,0.99283,1.26373,0.00044,0.00475,0.00015,0.88119,0.00001,0.22968,136.13197,0.15044,23.85838,0.98848
0.81220,0.01834,29.32118,163.57087,4490.04241,7.29529,15.28248,0.25401,0.23080,1.39339,0.58249,0.87779,0.97004,1.03723,1.15447,0.00047,0.00492,0.00014,0.84882,0.00002,0.22726,136.30492,0.16129,20.38763,0.93123
0.80675,0.01562,29.90161,163.99482,4634.35420,7.54040,13.34164,0.29201,0.22589,1.64205,0.57918,0.86867,0.99104,1.01940,1.20650,0.00046,0.00470,0.00015,0.87875,0.00003,0.23897,134.07837,0.16005,22.39753,0.96179
0.81516,0.01532,29.89407,152.90194,4245.09343,7.26487,16.12865,0.29284,0.22314,1.65591,0.61815,0.87593,0.97496,0.88503,1.15505,0.00045,0.00474,0.00017,0.92283,0.00006,0.22692,133.45320,0.15792,24.24672,0.98326
0.80309,0.05302,29.83075,169.91062,4251.95993,7.25013,13.59494,0.29145,0.22086,1.64698,0.48627,0.88300,0.96979,1.05542,1.16077,0.00048,0.00476,0.00013,0.87384,0.00002,0.24307,131.72796,0.17075,24.13244,0.95615
0.80012,0.03071,29.65731,140.42275,4465.34391,6.76489,14.42487,0.32182,0.22388,1.67089,0.61130,0.87906,0.95926,0.98286,1.20999,0.00044,0.00467,0.00012,0.87882,0.00004,0.24542,134.87358,0.15377,21.79647,0.91896
0.81420,0.03379,29.83719,142.79657,4251.98240,7.35690,15.13634,0.25211,0.21467,1.66915,0.51417,0.83149,0.97813,0.88710,1.15872,0.00048,0.00481,0.00017,0.90054,0.00004,0.22701,134.89985,0.15049,20.89967,0.96901
0.82573,0.05749,29.92501,164.35158,4103.64402,7.58207,13.54316,0.30616,0.22752,1.45016,0.60697,0.87319,0.98530,0.82246,1.13097,0.00047,0.00458,0.00013,0.89052,0.00002,0.24060,132.97216,0.15675,22.16141,0.91073
0.81945,0.05239,29.97750,165.38801,4546.32503,6.37688,13.58672,0.31280,0.20995,1.51586,0.51877,0.84472,0.99029,1.02522,1.08282,0.00050,0.00442,0.00014,0.91622,0.00001,0.24318,136.72773,0.16291,24.57656,0.87786
0.82499,0.01052,29.75851,141.96205,4662.97289,5.80672,13.40525,0.31833,0.21938,1.45859,0.48681,0.87116,0.97483,0.95880,1.15351,0.00042,0.00463,0.00015,0.89839,0.00002,0.23821,137.58687,0.15420,21.78517,0.98922
0.81877,0.03632,29.43737,140.63819,4473.77300,6.79252,13.88411,0.27920,0.20703,1.67931,0.53324,0.88985,0.97145,0.99962,1.21997,0.00041,0.00473,0.00011,0.86784,0.00005,0.24117,133.84950,0.15058,22.57266,0.93649
0.80963,0.01226,29.73597,163.38865,4175.91590,7.13492,13.90839,0.25613,0.20270,1.39807,0.50462,0.88075,0.94105,0.93964,1.23023,0.00047,0.00508,0.00014,0.82418,0.00001,0.24159,132.61430,0.15327,24.39226,0.91269
0.80841,0.02328,29.61686,165.63698,4194.96397,7.61636,14.44412,0.29042,0.20439,1.70978,0.59240,0.85582,0.96541,0.82338,1.18096,0.00047,0.00488,0.00012,0.88125,0.00001,0.23184,132.25373,0.15083,22.28985,0.92735
