0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.84536,0.00003,29.73939,107.27880,4990.45444,6.34963,11.91263,0.26610,0.32614,1.44898,0.76045,0.85774,0.79365,1.38907,0.99355,0.00040,0.00614,0.00021,0.86191,0.00005,0.20932,131.12380,0.15670,29.50910,0.50037
0.84789,0.00376,29.99385,106.96806,4855.10626,6.60173,11.65926,0.24337,0.33303,1.41494,0.73238,0.86935,0.95628,1.39581,1.04601,0.00041,0.00638,0.00021,0.78934,0.00001,0.20584,130.68126,0.15421,31.17510,0.50517
0.85178,0.00005,29.72377,106.20718,5138.08972,6.55444,12.52634,0.25480,0.33635,1.37879,0.73726,0.87970,0.81678,1.44254,0.94487,0.00038,0.00527,0.00022,0.81866,0.00003,0.20748,128.24217,0.15340,30.09620,0.53842
0.85022,0.00546,29.80073,104.79661,4888.96809,6.41869,12.28002,0.26286,0.32812,1.27572,0.72639,0.88447,0.85343,1.37401,0.98011,0.00036,0.00632,0.00022,0.80203,0.00004,0.20274,126.36915,0.15393,33.29919,0.53458
0.84098,0.00480,29.80483,110.37364,5043.76815,6.50073,12.92741,0.25616,0.32815,1.43491,0.75732,0.87780,0.93257,1.38837,1.07190,0.00040,0.00546,0.00022,0.86474,0.00000,0.20491,126.95223,0.16475,29.14609,0.54870
0.85500,0.00425,29.98790,115.18542,5145.98163,6.50518,13.29461,0.24675,0.32835,1.43815,0.75845,0.87506,0.86843,1.45178,1.05098,0.00038,0.00589,0.00022,0.85774,0.00006,0.20765,129.91019,0.16457,29.79217,0.57027
0.85552,0.02210,29.88543,104.26623,4928.92131,6.41971,13.55794,0.24938,0.32182,1.26861,0.76052,0.88847,0.91843,1.39030,1.02329,0.00034,0.00643,0.00022,0.83350,0.00000,0.20878,130.07058,0.16395,32.58373,0.56820
0.85939,0.00257,29.85636,105.17100,4952.15420,6.63723,13.41795,0.24829,0.30713,1.33150,0.76073,0.88997,0.84849,1.45347,1.08017,0.00034,0.00545,0.00023,0.83416,0.00004,0.20768,132.50111,0.15232,32.94036,0.59477
0.84418,0.01403,29.85923,107.98039,4943.15153,6.38711,12.68151,0.24345,0.32862,1.50176,0.76199,0.85736,0.84275,1.39992,1.02502,0.00031,0.00663,0.00021,0.78652,0.00003,0.20791,128.22550,0.15882,32.04676,0.48090
0.85844,0.01976,29.86461,110.34039,4975.52846,6.53793,11.28610,0.24394,0.33094,1.30386,0.76011,0.89032,0.90460,1.41868,1.03187,0.00041,0.00650,0.00022,0.80004,0.00005,0.20553,127.11951,0.15662,30.81160,0.51540
0.85240,0.02848,29.91986,105.43338,4934.71055,6.54290,12.70605,0.25160,0.31505,1.39022,0.75688,0.89609,0.86907,1.41895,1.00721,0.00037,0.00644,0.00021,0.83031,0.00005,0.20522,130.02486,0.15381,33.77666,0.59125
0.84336,0.00687,29.98260,103.96485,5061.59115,6.42997,12.64503,0.25342,0.33212,1.25357,0.74225,0.89213,0.88278,1.42125,1.01648,0.00040,0.00614,0.00023,0.86666,0.00003,0.20546,130.33033,0.16157,28.96848,0.57349
0.85432,0.00570,29.91999,103.83684,4959.37117,6.46165,11.85766,0.26768,0.33430,1.42928,0.73478,0.85411,0.93027,1.46539,0.97619,0.00034,0.00528,0.00022,0.78246,0.00002,0.20742,130.97984,0.15233,32.84422,0.46739
0.84800,0.00276,29.98839,106.23312,4948.37397,6.56019,12.80923,0.24917,0.32910,1.28066,0.74780,0.88152,0.94048,1.41198,0.96813,0.00034,0.00592,0.00023,0.83965,0.00005,0.20555,130.63175,0.15508,30.91970,0.53519
0.84963,0.00933,29.93196,110.94993,4948.16874,6.55051,12.84417,0.25179,0.30927,1.46938,0.75255,0.86691,0.82047,1.40707,1.09957,0.00039,0.00592,0.00022,0.84807,0.00006,0.20568,127.83843,0.15354,29.99318,0.57225
