0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.83007,0.00156,29.85371,115.29584,4860.87495,6.84997,11.09648,0.27993,0.28400,1.32362,0.75693,0.86799,0.87600,1.46662,1.02291,0.00038,0.00642,0.00023,0.89566,0.00000,0.20749,127.43389,0.19560,28.27933,0.60000
0.85813,0.00834,29.89269,108.24227,4924.65756,6.43477,11.72733,0.25505,0.29454,1.39445,0.75744,0.87471,0.91242,1.39889,1.07396,0.00041,0.00528,0.00021,0.84185,0.00004,0.20626,123.93713,0.15073,29.93721,0.67734
0.86154,0.02142,29.65482,113.29761,4946.45081,6.39362,12.30271,0.25280,0.30870,1.53484,0.75426,0.85331,0.87825,1.40066,0.93873,0.00040,0.00595,0.00022,0.85587,0.00000,0.20261,129.16183,0.18792,32.93307,0.80458
0.82789,0.01976,29.85173,104.58647,4761.30357,6.56667,11.09188,0.25889,0.30365,1.42846,0.75919,0.88077,0.88940,1.44668,1.01368,0.00040,0.00549,0.00022,0.84467,0.00004,0.20276,138.32211,0.17290,32.61757,0.65602
0.84859,0.03339,29.92017,115.95032,4908.63310,6.48792,12.47913,0.27164,0.30249,1.51929,0.74177,0.88417,0.91785,1.39875,1.04627,0.00044,0.00513,0.00022,0.82119,0.00003,0.22042,127.36701,0.15004,29.91122,0.55776
0.85413,0.02722,29.93607,105.30252,5079.62449,6.28626,11.52330,0.27665,0.29025,1.23677,0.73604,0.88038,0.87726,1.47900,0.92156,0.00037,0.00538,0.00022,0.86147,0.00004,0.20517,131.99852,0.18660,29.15857,0.47998
0.85993,0.00234,29.93723,109.76301,4736.39109,6.08394,12.54340,0.26874,0.28902,1.48527,0.72092,0.87628,0.87324,1.46755,0.98067,0.00034,0.00623,0.00018,0.89870,0.00005,0.20685,127.61536,0.15312,30.16200,0.55116
0.83641,0.01517,29.65406,105.73535,5035.41652,6.41193,13.37294,0.29517,0.33369,1.31166,0.74344,0.82983,0.94926,1.42091,0.95401,0.00040,0.00544,0.00023,0.96045,0.00002,0.20393,130.62100,0.16278,30.61415,0.62320
0.84754,0.00076,29.96685,104.53824,4830.81447,6.36596,11.88650,0.25953,0.32983,1.42905,0.73147,0.86147,0.88842,1.37468,0.88686,0.00042,0.00559,0.00021,0.78101,0.00002,0.20599,129.20739,0.15422,30.50678,0.70903
0.85362,0.00526,29.89096,106.74160,4893.45951,6.46774,11.95857,0.28135,0.28336,1.28756,0.74940,0.84645,0.91849,1.41495,1.05165,0.00036,0.00527,0.00021,0.94314,0.00005,0.21744,125.47956,0.15065,30.82049,0.50890
0.85243,0.00672,29.78749,104.54792,4891.55032,6.47974,13.65824,0.28765,0.33374,1.42312,0.75667,0.87935,0.91551,1.48646,0.97018,0.00041,0.00556,0.00023,0.87737,0.00000,0.21340,126.01409,0.15157,29.09966,0.71042
0.85764,0.01817,29.86274,106.38814,4972.98885,6.32386,13.38633,0.25984,0.29359,1.40912,0.73511,0.87653,0.83498,1.39582,0.98169,0.00040,0.00645,0.00019,0.92865,0.00003,0.21334,142.71611,0.18839,30.08049,0.55246
0.84421,0.02275,29.66491,114.52876,4933.89923,6.88818,13.58014,0.24262,0.29143,1.27637,0.66469,0.89356,0.93420,1.40878,0.92057,0.00043,0.00510,0.00021,0.80410,0.00002,0.20493,141.06325,0.16501,32.60717,0.71460
0.83149,0.00044,29.55998,103.96485,4915.74932,6.47105,13.08683,0.24862,0.28880,1.42653,0.73637,0.88672,0.82312,1.37917,1.02716,0.00042,0.00504,0.00023,0.81450,0.00003,0.21248,129.35303,0.16026,30.13599,0.79709
0.85107,0.00560,29.75309,115.01811,5078.14108,6.44598,12.58834,0.28541,0.33360,1.54942,0.75329,0.90065,0.93203,1.44051,0.90857,0.00038,0.00549,0.00018,0.86044,0.00004,0.20742,139.33757,0.16847,29.02792,0.52007
