0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.35403,11.14793,0.01004,0.00705,513.80754,17713.42875,5.38456,21.46856,0.33570,0.43242,0.35084,1.91069,0.59094,0.86045,0.48983,0.95565,0.78527,0.00066,0.00602,0.00022,0.08301,0.02310,0.72420,0.79429,6.56626,4.14433,136.52413,0.53320,0.95559,21.91506,30.03919
0.35471,11.23564,0.01004,0.00714,555.58862,17839.97847,5.48265,20.62838,0.34138,0.46314,0.36940,2.14634,0.57400,0.82144,0.55647,0.84544,0.97956,0.00070,0.00585,0.00021,0.08396,0.02477,0.69483,0.91373,6.24485,3.62124,132.26265,0.47260,0.89454,18.95665,34.01700
0.35453,12.72489,0.01026,0.00707,518.39642,18453.18344,5.44541,21.34322,0.31964,0.40541,0.32656,1.94403,0.59973,0.83910,0.58914,0.78195,0.80534,0.00070,0.00604,0.00020,0.08028,0.02554,0.73176,0.88859,6.40331,3.37142,144.05825,0.47718,0.90574,22.52975,33.27149
0.35201,11.54184,0.01074,0.00701,489.34642,17577.25166,6.20085,21.88391,0.31491,0.43929,0.36220,2.12911,0.60704,0.81699,0.56602,0.83273,0.78196,0.00073,0.00581,0.00024,0.07647,0.02477,0.70725,0.91409,6.82114,3.86729,144.07234,0.55706,0.93024,23.28379,29.89405
0.35305,12.43570,0.00972,0.00702,511.94911,18808.13442,6.15623,20.63390,0.33848,0.42533,0.32276,2.15025,0.59085,0.84410,0.55493,0.88167,1.00470,0.00072,0.00611,0.00019,0.06793,0.02442,0.71818,0.83850,5.87645,3.15667,141.43835,0.47553,0.78919,21.81686,31.92304
0.34955,11.86786,0.01083,0.00705,538.20420,18814.14325,5.55160,21.58096,0.34672,0.44032,0.34052,1.78963,0.58448,0.83107,0.46865,1.00484,0.80610,0.00071,0.00544,0.00020,0.07562,0.02535,0.70507,0.93237,6.25337,3.14065,150.71830,0.60068,0.92267,20.73644,29.70819
0.30289,13.53668,0.01043,0.00701,526.16679,16693.87631,5.30702,21.77286,0.32211,0.39648,0.33550,1.75013,0.60673,0.83539,0.50861,0.94002,0.85061,0.00070,0.00615,0.00022,0.07010,0.02646,0.56335,0.82594,6.31976,3.27612,129.28165,0.48315,0.96758,23.42480,28.50641
0.31672,11.74469,0.00941,0.00708,544.38757,18968.31457,6.09061,20.89823,0.33047,0.41100,0.38128,1.97677,0.56584,0.83450,0.61144,0.81962,0.83590,0.00071,0.00567,0.00022,0.08225,0.02538,0.73195,0.82977,6.34010,3.19557,140.00438,0.48580,0.92462,22.70558,32.38654
0.35132,12.32342,0.01007,0.00824,553.24047,19030.78717,5.33207,20.90767,0.31755,0.37972,0.35538,2.08831,0.59438,0.83185,0.59950,0.92242,0.84769,0.00066,0.00595,0.00022,0.08068,0.02462,0.69980,0.75410,6.45652,3.54042,133.39377,0.47971,0.95450,23.04304,28.54367
0.35509,12.30161,0.01006,0.00703,559.13755,18935.33236,5.49862,20.72321,0.33033,0.43188,0.32478,2.11511,0.56831,0.81387,0.56944,0.78573,0.89894,0.00072,0.00576,0.00019,0.07801,0.02389,0.73148,0.71098,5.96798,4.02760,140.88882,0.47941,0.96137,18.32335,30.69073
0.34803,11.76220,0.00981,0.00706,436.32766,18010.68240,6.08373,21.69277,0.32080,0.44163,0.33717,1.86281,0.60173,0.82384,0.53025,0.83725,0.80597,0.00070,0.00583,0.00022,0.07371,0.02292,0.68803,0.71274,7.24435,3.16963,154.03118,0.47737,0.92807,21.33450,31.17052
0.35235,12.75197,0.01013,0.00703,495.63426,18350.75342,5.88534,21.44558,0.31846,0.43814,0.33534,2.13449,0.54948,0.81858,0.60086,0.85439,0.79059,0.00067,0.00541,0.00020,0.08074,0.02464,0.60289,0.74361,6.13477,3.41726,150.81937,0.52145,0.91837,23.03955,32.38539
0.34758,12.37202,0.01045,0.00706,564.34092,18935.70100,5.33800,19.93446,0.34674,0.36931,0.36487,1.96807,0.61964,0.84214,0.57408,0.85840,0.76374,0.00071,0.00586,0.00021,0.07840,0.02610,0.58392,0.90824,6.08649,3.16996,136.08496,0.47401,0.93251,23.09645,29.46556
0.35162,13.25681,0.00932,0.00702,524.83064,16733.44715,5.89088,22.02247,0.31305,0.37263,0.35259,1.94793,0.61409,0.82001,0.59964,0.86305,0.75537,0.00071,0.00608,0.00020,0.08254,0.02505,0.72181,0.84142,5.96446,3.33156,140.34780,0.47677,0.78691,23.07063,33.06870
0.35363,11.42559,0.01033,0.00705,518.59528,18469.71206,5.46029,20.85949,0.31804,0.45642,0.35232,2.11093,0.60385,0.84900,0.48223,0.81792,0.79406,0.00071,0.00620,0.00019,0.08236,0.02297,0.71262,0.88354,5.74591,3.22411,157.51314,0.63807,0.94057,18.49410,28.79560
