0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.65554,0.00942,16.68217,240.41946,6695.67517,6.88473,11.70709,0.26483,0.23711,1.23419,0.61491,0.83971,0.55415,1.11783,0.95285,0.00051,0.00473,0.00015,0.80046,0.00003,0.15517,158.17629,0.19299,33.08201,0.70208
0.63546,0.00065,16.65072,240.56563,6706.76526,6.71701,14.35410,0.24917,0.23015,1.88696,0.62025,0.87640,0.75420,1.14022,1.12902,0.00042,0.00527,0.00012,0.87112,0.00001,0.15532,166.24368,0.19838,32.71503,0.61094
0.61806,0.00548,16.70009,241.85341,6693.57989,6.65582,13.61414,0.28546,0.26346,1.38171,0.66731,0.87012,0.53139,1.07555,1.04276,0.00052,0.00611,0.00015,0.85248,0.00002,0.15569,169.28572,0.17553,34.93128,0.63151
0.63173,0.01230,16.67003,241.17857,6731.73726,6.97618,14.44718,0.27038,0.20185,1.35002,0.65425,0.87893,0.58381,1.09248,0.87634,0.00060,0.00681,0.00014,0.84479,0.00004,0.15600,168.66201,0.21392,32.87594,0.71234
0.62733,0.00885,16.58198,240.62459,6739.96657,7.14669,13.54989,0.25905,0.24157,1.53226,0.67141,0.86854,0.59689,1.24469,1.22753,0.00050,0.00528,0.00012,0.90563,0.00003,0.15514,158.57581,0.20418,33.60727,0.57198
0.63594,0.00195,16.79302,239.50796,6721.93511,6.82066,12.39325,0.25476,0.23945,1.74240,0.62014,0.86301,0.63222,1.15142,1.05480,0.00038,0.00602,0.00012,0.87625,0.00001,0.15492,165.21870,0.20742,31.36230,0.80634
0.62660,0.05305,16.57728,239.68791,6740.81146,5.98916,14.76016,0.25683,0.21062,1.26842,0.65214,0.89670,0.72306,1.10539,0.94610,0.00048,0.00489,0.00012,0.87135,0.00001,0.15505,154.59640,0.20276,32.60744,0.63289
0.60875,0.02006,16.58412,239.43728,6645.48517,6.53700,13.37655,0.25124,0.21363,1.87158,0.66426,0.90261,0.63050,1.22740,1.22361,0.00038,0.00511,0.00014,0.84174,0.00001,0.15515,168.17433,0.19093,33.86930,0.93194
0.64547,0.01073,16.69395,240.46487,6730.95342,6.95898,13.04462,0.26001,0.22265,1.24711,0.65232,0.86033,0.56574,1.24467,0.87728,0.00045,0.00689,0.00013,0.92726,0.00000,0.15501,164.03965,0.19821,33.09419,0.75917
0.65112,0.01664,16.60932,238.38299,5679.83950,6.51292,12.66734,0.24932,0.21300,1.27584,0.68473,0.86255,0.62309,1.06831,0.97443,0.00054,0.00654,0.00012,0.89654,0.00003,0.15479,166.46643,0.19178,32.54055,0.78704
0.62426,0.00124,16.61269,240.06432,6698.72373,6.58488,13.60980,0.24990,0.20847,1.53187,0.66380,0.87254,0.56317,1.16814,1.01229,0.00041,0.00589,0.00013,0.87247,0.00001,0.15496,151.30715,0.18978,33.36730,0.73453
0.61624,0.00811,16.59255,239.64072,6601.93275,6.85628,12.53668,0.26106,0.26033,1.39693,0.65614,0.87442,0.56285,1.12861,1.27591,0.00055,0.00681,0.00014,0.84422,0.00002,0.15485,160.43902,0.18066,30.82528,0.83819
0.60871,0.00496,16.66032,240.63381,6427.99968,7.15681,13.30707,0.26614,0.20718,1.34413,0.64189,0.86564,0.56130,1.10730,1.13399,0.00043,0.00656,0.00015,0.86255,0.00000,0.15511,171.92348,0.17042,31.71277,0.77458
0.64063,0.00974,16.58004,237.28750,6199.98250,6.71548,13.30982,0.25147,0.20474,1.91564,0.63191,0.86860,0.53007,1.31401,1.01069,0.00036,0.00683,0.00014,0.82135,0.00000,0.15632,163.78358,0.19275,31.38944,0.79628
0.62326,0.01540,16.56755,241.13220,6559.55408,6.93850,14.50932,0.25993,0.20503,1.23505,0.67207,0.85482,0.66737,1.31353,0.89997,0.00041,0.00576,0.00013,0.84964,0.00000,0.15606,168.54487,0.19613,30.50032,0.74846
