0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.32459,11.66475,0.00959,0.00708,598.20130,18360.66414,5.41482,25.74160,0.26429,0.44515,0.28355,1.85895,0.67501,0.80948,0.43449,0.90375,0.86770,0.00059,0.00509,0.00019,0.06001,0.02173,0.79561,0.93033,6.49595,3.32300,167.99621,0.47680,0.83550,23.07639,24.76571
0.34683,12.87164,0.00983,0.00701,634.89576,18647.83827,5.82335,26.09147,0.31628,0.45069,0.27540,2.06268,0.66383,0.82303,0.42919,0.90682,0.82414,0.00060,0.00611,0.00019,0.07140,0.02410,0.81741,0.88081,5.66771,3.17083,163.50959,0.47826,0.81429,20.47394,27.48914
0.35489,12.70675,0.00943,0.00700,609.42021,18979.25572,6.24065,21.71836,0.28073,0.46870,0.31117,1.94839,0.66795,0.81514,0.44037,1.00487,0.77997,0.00069,0.00490,0.00017,0.08042,0.02233,0.81509,0.86993,7.00805,3.61693,150.16389,0.48722,0.82912,19.15174,27.61544
0.35563,13.99373,0.00960,0.00702,551.41983,18772.61829,5.86559,23.94877,0.34987,0.37698,0.25722,2.02083,0.66459,0.84015,0.46452,0.83082,0.88543,0.00057,0.00610,0.00019,0.07418,0.02348,0.78711,0.86393,6.10758,3.15818,173.70715,0.47580,0.85754,23.43988,28.85400
0.34563,11.74137,0.01118,0.00707,613.23361,18693.32599,5.65095,23.41035,0.26400,0.45400,0.25601,1.95986,0.65557,0.83921,0.45575,0.94251,0.91573,0.00054,0.00624,0.00019,0.07931,0.02722,0.77441,0.86281,6.70157,4.29560,164.96959,0.67750,0.82510,21.85462,27.66157
0.35571,13.75712,0.00992,0.00706,576.96374,18686.13620,5.96972,23.40755,0.29605,0.38963,0.33331,1.99892,0.69748,0.82731,0.56173,0.95682,0.77441,0.00056,0.00617,0.00018,0.08219,0.02363,0.75541,0.78426,6.29114,3.32331,173.14099,0.50137,0.75041,23.32622,24.66864
0.32252,13.27172,0.01025,0.00712,634.13276,18643.65299,5.62790,26.18989,0.27509,0.44380,0.26216,1.96616,0.70224,0.84389,0.44841,0.96646,0.81072,0.00055,0.00629,0.00017,0.08093,0.02279,0.73846,0.85141,6.11495,4.23233,166.97410,0.48700,0.76483,23.41108,25.20070
0.35372,13.72242,0.00985,0.00701,606.68723,18399.49714,5.52127,23.86561,0.29044,0.48859,0.26493,1.79515,0.66697,0.82879,0.47380,0.81662,0.83756,0.00059,0.00610,0.00019,0.06614,0.02764,0.83533,0.87840,5.67266,3.13865,175.89982,0.56594,0.76894,23.33291,25.30394
0.35063,13.11288,0.01013,0.00700,580.65624,18760.43631,5.89024,23.81848,0.28177,0.44345,0.32805,1.89581,0.67507,0.83926,0.55635,0.84311,0.92423,0.00056,0.00489,0.00019,0.07020,0.02219,0.76713,0.88515,7.34594,3.15013,167.73346,0.65772,0.79364,23.12234,32.37284
0.35470,13.51021,0.00932,0.00703,557.57647,19045.69712,5.90051,24.85379,0.31304,0.44014,0.31071,1.96391,0.70222,0.85094,0.49173,0.86647,0.77074,0.00059,0.00620,0.00019,0.07887,0.02296,0.74902,0.83072,7.52908,3.68402,158.17427,0.47165,0.83074,23.08116,25.21911
0.34451,12.46060,0.00950,0.00747,593.31750,18650.19825,6.00452,24.87710,0.32179,0.45303,0.28306,1.92884,0.67619,0.82847,0.50746,0.88279,0.84626,0.00064,0.00488,0.00019,0.08070,0.02234,0.74130,0.88393,7.09272,3.26456,158.29770,0.48816,0.81710,23.24580,28.82358
0.34639,13.17804,0.00954,0.00716,569.98678,15665.03790,5.68700,24.44021,0.30070,0.42982,0.27306,2.16485,0.67172,0.80206,0.48909,0.99040,0.90116,0.00059,0.00526,0.00019,0.08369,0.02217,0.83006,0.84940,5.79224,3.46694,165.19453,0.49077,0.83507,19.56853,26.02015
0.26805,13.71844,0.01106,0.00704,565.71134,18648.68979,5.63433,24.58464,0.26689,0.46176,0.25600,1.80410,0.68386,0.80429,0.51028,0.94105,0.85607,0.00058,0.00610,0.00018,0.08001,0.02424,0.76348,0.87575,6.25857,3.92517,143.09821,0.47876,0.82041,23.39975,26.70510
0.26866,12.72362,0.00998,0.00712,616.12257,15478.18879,5.82339,25.32653,0.27105,0.40293,0.27845,2.11952,0.64300,0.83567,0.44710,0.92539,0.82813,0.00052,0.00609,0.00019,0.07030,0.02300,0.73891,0.88995,5.76228,3.16778,159.63309,0.59230,0.77913,19.90652,27.07266
0.35546,14.01012,0.01024,0.00707,593.31714,18761.65840,6.02265,25.20599,0.26518,0.47558,0.32819,2.09269,0.68086,0.84603,0.44881,1.00657,0.79623,0.00056,0.00652,0.00018,0.06213,0.02724,0.80686,0.89968,5.78984,3.22784,155.62171,0.48900,0.82818,23.34924,25.61869
