0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.66409,0.08603,18.20460,231.19689,5123.30610,7.90367,18.68391,0.21085,0.17873,2.61136,0.55534,0.85147,0.81702,1.02423,1.01854,0.00046,0.00405,0.00013,0.76086,0.00001,0.15496,204.41982,0.20523,34.90904,0.83809
0.74442,0.07548,19.40707,241.71441,5157.09586,6.36322,17.46474,0.22354,0.18183,2.55942,0.59971,0.82619,0.82187,1.06208,1.00383,0.00069,0.00468,0.00012,0.82285,0.00003,0.15601,212.54277,0.18501,33.24746,0.85930
0.77288,0.03905,19.19896,235.50256,5262.88012,6.55229,13.36892,0.21552,0.16413,2.44521,0.61585,0.85713,0.66007,1.08080,1.02179,0.00074,0.00440,0.00013,0.70614,0.00001,0.15513,198.90353,0.17723,37.21122,0.86437
0.67041,0.06165,19.46992,239.47545,6049.71941,7.03642,16.92502,0.24398,0.16106,2.83631,0.53010,0.85098,0.73878,1.16716,1.01931,0.00052,0.00399,0.00013,0.81595,0.00006,0.15650,206.30104,0.19777,37.37279,0.75530
0.75764,0.06531,16.56891,233.23692,4942.77849,7.07857,14.91517,0.24195,0.17944,2.65555,0.51604,0.82201,0.65127,1.14290,0.98219,0.00052,0.00394,0.00014,0.80634,0.00006,0.15493,153.79513,0.17983,35.58643,0.82449
0.67899,0.06747,19.33723,238.60203,5015.13505,7.19110,13.08172,0.24485,0.15447,2.67552,0.57764,0.83258,0.69833,0.90794,0.86814,0.00081,0.00378,0.00015,0.79445,0.00006,0.15575,201.22572,0.20286,32.61437,0.92661
0.72744,0.03856,16.70047,226.59866,4883.96663,6.58506,18.37138,0.22151,0.16436,2.54910,0.50957,0.85799,0.70812,1.08615,0.98133,0.00058,0.00507,0.00015,0.74907,0.00001,0.15557,158.88040,0.17233,35.09903,0.88657
0.77197,0.05891,17.43648,238.76505,6430.97215,7.09398,14.98561,0.25547,0.16136,2.49312,0.50094,0.86097,0.69322,1.19327,1.00809,0.00049,0.00502,0.00014,0.78112,0.00000,0.15495,217.31430,0.19874,33.75491,0.91267
0.75722,0.08017,18.47557,240.70641,4740.88042,7.02945,15.85640,0.21861,0.17125,2.39330,0.49923,0.84900,0.76532,1.15585,1.05925,0.00068,0.00402,0.00013,0.80788,0.00001,0.15682,210.60275,0.19083,32.56215,0.85057
0.75183,0.07179,16.69357,241.99145,5432.48573,7.07769,17.34549,0.19350,0.16676,2.79661,0.53439,0.83727,0.72477,1.09104,0.94092,0.00086,0.00391,0.00013,0.81902,0.00007,0.15539,177.11109,0.22383,34.14881,0.99724
0.75984,0.04469,16.55943,240.30493,5324.99831,6.92356,18.14439,0.24859,0.16191,2.65312,0.50396,0.86699,0.77131,1.10080,0.90425,0.00050,0.00444,0.00015,0.82731,0.00002,0.15517,151.01838,0.20019,36.84358,0.89559
0.67193,0.04220,16.66697,234.20389,5053.03543,6.41090,18.42130,0.22918,0.20804,2.55964,0.51575,0.86236,0.78905,1.02529,0.90399,0.00045,0.00382,0.00013,0.80977,0.00003,0.15561,186.91407,0.18753,32.48183,0.90084
0.76633,0.08683,16.64058,222.81839,5135.50592,6.97679,14.32579,0.21929,0.18552,2.28943,0.53869,0.84757,0.73254,0.98665,1.02865,0.00080,0.00404,0.00011,0.76413,0.00000,0.15660,200.39711,0.17983,36.65580,0.97957
0.67592,0.04836,18.45070,242.10981,6345.48279,6.25394,15.15230,0.22572,0.21108,2.85341,0.55639,0.85209,0.75677,0.97546,0.90080,0.00044,0.00402,0.00012,0.72152,0.00002,0.15497,196.70281,0.18281,35.43672,0.86465
0.77134,0.07349,17.98042,235.52545,5152.30477,6.12507,18.14073,0.23094,0.16395,2.24105,0.51569,0.86167,0.76297,1.08163,0.88296,0.00080,0.00410,0.00012,0.71899,0.00003,0.15492,160.76578,0.20118,36.20215,0.90776
