0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.79473,0.00048,29.92925,160.92854,3895.56642,6.01854,9.79057,0.35984,0.34531,1.71770,0.33402,0.89219,0.76846,1.33340,0.95811,0.00030,0.00699,0.00022,0.82274,0.00005,0.22611,139.43802,0.16420,36.35523,0.76870
0.78110,0.02466,29.37280,166.13731,4150.10498,6.21330,10.78023,0.35290,0.33341,1.87382,0.33781,0.89314,0.69106,1.29800,0.88682,0.00031,0.00685,0.00023,0.79571,0.00005,0.23598,151.66116,0.16673,36.47316,0.82340
0.79894,0.00299,29.58103,165.43601,4197.82762,5.86066,10.37334,0.37491,0.33832,1.54211,0.32668,0.89044,0.70470,1.31158,0.98787,0.00028,0.00680,0.00024,0.82172,0.00004,0.22601,153.73872,0.15013,37.16853,0.50347
0.78961,0.02627,29.95019,178.94384,4278.26838,5.82657,10.39992,0.34203,0.33207,1.81168,0.34816,0.88666,0.75796,1.29248,0.95874,0.00032,0.00699,0.00023,0.79923,0.00001,0.22344,143.18254,0.15809,35.01387,0.44527
0.77917,0.02461,29.74673,183.70619,4460.17497,6.41508,10.26688,0.36655,0.34099,1.95835,0.36554,0.88071,0.71568,1.33833,0.92804,0.00029,0.00648,0.00024,0.79491,0.00003,0.24475,151.62431,0.15635,36.41065,0.94568
0.80048,0.00568,28.95150,163.91894,4365.70721,5.64069,9.36586,0.36779,0.33782,1.91198,0.33900,0.89094,0.72289,1.27094,1.00016,0.00028,0.00686,0.00024,0.80900,0.00001,0.22783,143.57389,0.15176,36.50012,0.53415
0.76767,0.00220,29.85190,152.56140,4192.37880,5.92591,8.68599,0.36580,0.34495,1.73219,0.39399,0.89247,0.69835,1.26918,0.88954,0.00032,0.00649,0.00024,0.76921,0.00001,0.23010,138.49750,0.15171,34.09110,0.46661
0.79988,0.00039,29.55331,168.07389,4242.67718,5.78786,10.56373,0.34353,0.31844,1.75215,0.33972,0.87957,0.69434,1.24176,0.92289,0.00029,0.00666,0.00023,0.81581,0.00004,0.22429,141.58898,0.16528,36.32447,0.82339
0.76466,0.00183,29.56902,180.89247,4144.57081,6.36489,10.44316,0.35885,0.31349,1.72813,0.33761,0.89499,0.71031,1.31464,0.92871,0.00033,0.00658,0.00023,0.78855,0.00000,0.23174,140.31461,0.15556,35.27142,0.76247
0.79601,0.02084,29.63650,166.25259,4164.53665,5.87334,11.10615,0.34185,0.33874,1.86163,0.33897,0.87915,0.74460,1.28808,0.87133,0.00032,0.00691,0.00023,0.82397,0.00000,0.22703,146.47582,0.16309,35.02456,0.65731
0.76096,0.00614,29.22497,173.44750,4272.64822,5.50356,9.37664,0.36579,0.32437,1.87216,0.43664,0.88993,0.66665,1.34574,0.98518,0.00032,0.00678,0.00024,0.75189,0.00005,0.22718,138.62854,0.15744,36.61970,0.87992
0.80328,0.00638,29.90188,166.89739,4385.08482,5.68569,10.93307,0.36388,0.34300,1.67562,0.33938,0.89099,0.70941,1.39297,0.86350,0.00030,0.00691,0.00023,0.78382,0.00007,0.24298,143.64709,0.15966,38.00534,0.77234
0.79773,0.01528,29.97098,173.09786,4299.34848,5.54622,11.31686,0.37275,0.34117,1.65328,0.37343,0.88814,0.69666,1.33049,0.86209,0.00031,0.00683,0.00022,0.83075,0.00001,0.22643,137.87716,0.15494,38.10312,0.83840
0.78848,0.02170,28.98394,169.89062,4424.84278,6.08987,9.44826,0.36119,0.34294,1.57211,0.35647,0.88039,0.80615,1.38415,0.91193,0.00030,0.00683,0.00021,0.82441,0.00001,0.22292,140.80630,0.16605,34.73571,0.44895
0.79597,0.02309,29.76356,160.16615,4074.88492,5.63332,10.32064,0.36251,0.33489,1.84616,0.37316,0.88913,0.75529,1.32775,0.84242,0.00031,0.00666,0.00025,0.76659,0.00003,0.24090,141.13809,0.16566,36.22724,0.84494
